newTimes,utc,hour,minute,date
194,03:14,3,14,8/10/28
676,11:16,11,16,8/11/28
671,11:11,11,11,8/12/28
977,16:17,16,17,8/13/28
10,00:10,0,10,8/14/28
1230,20:30,20,30,8/15/28
1138,18:58,18,58,8/16/28
1079,17:59,17,59,8/17/28
1220,20:20,20,20,8/18/28
964,16:04,16,4,8/19/28
812,13:32,13,32,8/20/28
57,00:57,0,57,8/21/28
56,00:56,0,56,8/22/28
742,12:22,12,22,8/23/28
